id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status,peso_urgencia,peso_origem,tempo_espera_norm,score_priorizacao
229,Crítica,Cliente L,Internet,Telefone,192,Problema recorrente,Aberto,8,2.0,0.9644670050761421,39.89340101522843
230,Média,Cliente E,Telefone,WhatsApp,177,Reclamação atendimento,Resolvido,2,2.5,0.8883248730964467,14.41497461928934
231,Alta,Cliente L,TV,Autoatendimento,170,Solicitação de reembolso,Aberto,4,1.0,0.8527918781725888,22.058375634517766
232,Média,Cliente F,Nuvem,App,82,Erro de cobrança,Aberto,2,2.0,0.40609137055837563,14.218274111675127
233,Média,Cliente C,Telefone,WhatsApp,31,Instabilidade,Resolvido,2,2.5,0.14720812182741116,12.191624365482234
234,Média,Cliente A,Nuvem,App,4,Reclamação atendimento,Resolvido,2,2.0,0.01015228426395939,11.030456852791879
235,Baixa,Cliente I,Telefone,Autoatendimento,38,Queda de sinal,Em andamento,1,1.0,0.18274111675126903,6.048223350253807
236,Alta,Cliente I,TV,Autoatendimento,31,Problema recorrente,Em andamento,4,1.0,0.14720812182741116,17.941624365482234
237,Média,Cliente C,Data Center,Telefone,55,Queda de sinal,Aberto,2,2.0,0.26903553299492383,13.807106598984772
238,Baixa,Cliente D,Internet,Telefone,114,Falha total,Resolvido,1,2.0,0.5685279187817259,8.705583756345177
239,Média,Cliente G,Internet,Email,87,Solicitação de upgrade,Resolvido,2,1.5,0.43147208121827413,11.544416243654823
240,Baixa,Cliente B,Internet,Telefone,101,Lentidão,Aberto,1,2.0,0.5025380710659898,10.50761421319797
241,Crítica,Cliente L,Internet,Telefone,86,Solicitação de reembolso,Resolvido,8,2.0,0.4263959390862944,36.27918781725889
242,Crítica,Cliente C,Internet,Telefone,136,Problema recorrente,Em andamento,8,2.0,0.6802030456852792,37.04060913705584
243,Crítica,Cliente F,TV,WhatsApp,9,Instabilidade,Aberto,8,2.5,0.03553299492385787,37.85659898477157
244,Média,Cliente K,Telefone,Telefone,87,Instabilidade,Aberto,2,2.0,0.43147208121827413,14.294416243654823
245,Baixa,Cliente H,Internet,App,64,Erro de cobrança,Resolvido,1,2.0,0.3147208121827411,7.944162436548224
246,Crítica,Cliente A,Internet,Autoatendimento,192,Erro de cobrança,Em andamento,8,1.0,0.9644670050761421,36.39340101522843
247,Média,Cliente D,Internet,Email,193,Solicitação de reembolso,Resolvido,2,1.5,0.9695431472081218,13.158629441624365
248,Crítica,Cliente A,Internet,WhatsApp,159,Mudança de endereço,Resolvido,8,2.5,0.7969543147208121,38.140862944162436
249,Crítica,Cliente B,Telefone,Autoatendimento,94,Instabilidade,Resolvido,8,1.0,0.467005076142132,34.901015228426395
250,Alta,Cliente H,Internet,Email,139,Reclamação atendimento,Resolvido,4,1.5,0.6954314720812182,20.336294416243653
251,Média,Cliente F,Data Center,Telefone,198,Erro de cobrança,Aberto,2,2.0,0.9949238578680203,15.98477157360406
252,Média,Cliente I,Internet,WhatsApp,50,Lentidão,Resolvido,2,2.5,0.2436548223350254,12.480964467005077
253,Alta,Cliente B,Data Center,WhatsApp,122,Erro de cobrança,Em andamento,4,2.5,0.6091370558375635,21.57741116751269
254,Média,Cliente C,Internet,Autoatendimento,40,Falha total,Resolvido,2,1.0,0.19289340101522842,10.078680203045685
255,Baixa,Cliente I,TV,Email,35,Solicitação de reembolso,Aberto,1,1.5,0.16751269035532995,8.75253807106599
256,Média,Cliente I,Telefone,WhatsApp,103,Queda de sinal,Aberto,2,2.5,0.5126903553299492,15.288071065989847
257,Crítica,Cliente F,Nuvem,Email,11,Falha total,Aberto,8,1.5,0.04568527918781726,36.38705583756345
258,Alta,Cliente C,Telefone,Telefone,10,Lentidão,Em andamento,4,2.0,0.04060913705583756,19.121827411167512
259,Média,Cliente E,Data Center,Autoatendimento,189,Instabilidade,Aberto,2,1.0,0.949238578680203,14.347715736040609
260,Baixa,Cliente B,Telefone,Telefone,97,Problema recorrente,Resolvido,1,2.0,0.48223350253807107,8.446700507614214
261,Média,Cliente G,TV,App,134,Instabilidade,Resolvido,2,2.0,0.6700507614213198,13.01015228426396
262,Crítica,Cliente J,Nuvem,App,164,Instabilidade,Resolvido,8,2.0,0.8223350253807107,37.46700507614213
263,Baixa,Cliente K,TV,Telefone,140,Problema recorrente,Aberto,1,2.0,0.700507614213198,11.101522842639593
264,Média,Cliente H,Telefone,Telefone,43,Falha total,Aberto,2,2.0,0.20812182741116753,13.624365482233502
265,Alta,Cliente F,Internet,Email,81,Reclamação atendimento,Resolvido,4,1.5,0.4010152284263959,19.45304568527919
266,Alta,Cliente H,Nuvem,Email,92,Falha total,Aberto,4,1.5,0.45685279187817257,21.620558375634516
267,Alta,Cliente B,Telefone,Email,149,Queda de sinal,Resolvido,4,1.5,0.7461928934010152,20.488578680203045
268,Alta,Cliente C,Telefone,Autoatendimento,180,Falha total,Em andamento,4,1.0,0.9035532994923858,20.210659898477157
269,Média,Cliente G,Internet,Autoatendimento,2,Lentidão,Resolvido,2,1.0,0.0,9.5
270,Média,Cliente J,Telefone,Telefone,12,Falha total,Aberto,2,2.0,0.050761421319796954,13.152284263959391
271,Alta,Cliente L,TV,Autoatendimento,62,Solicitação de upgrade,Aberto,4,1.0,0.30456852791878175,20.413705583756347
272,Alta,Cliente A,Telefone,Email,80,Mudança de endereço,Resolvido,4,1.5,0.39593908629441626,19.43781725888325
273,Alta,Cliente G,Internet,WhatsApp,168,Lentidão,Aberto,4,2.5,0.8426395939086294,24.277918781725887
274,Crítica,Cliente F,Internet,Email,105,Solicitação de reembolso,Resolvido,8,1.5,0.5228426395939086,35.818527918781726
275,Média,Cliente H,Internet,Autoatendimento,49,Problema recorrente,Aberto,2,1.0,0.23857868020304568,12.215736040609137
276,Média,Cliente G,TV,WhatsApp,83,Solicitação de reembolso,Em andamento,2,2.5,0.41116751269035534,12.983502538071066
277,Alta,Cliente D,Internet,WhatsApp,29,Problema recorrente,Em andamento,4,2.5,0.13705583756345177,20.161167512690355
278,Média,Cliente C,Telefone,Telefone,90,Solicitação de reembolso,Resolvido,2,2.0,0.4467005076142132,12.34010152284264
279,Alta,Cliente C,Telefone,Telefone,76,Solicitação de upgrade,Resolvido,4,2.0,0.3756345177664975,20.126903553299492
280,Alta,Cliente D,Data Center,WhatsApp,81,Erro de cobrança,Resolvido,4,2.5,0.4010152284263959,20.95304568527919
281,Crítica,Cliente I,Internet,App,37,Mudança de endereço,Resolvido,8,2.0,0.17766497461928935,35.53299492385787
282,Média,Cliente I,Internet,Autoatendimento,88,Reclamação atendimento,Resolvido,2,1.0,0.4365482233502538,10.809644670050762
283,Média,Cliente B,Telefone,Email,71,Queda de sinal,Em andamento,2,1.5,0.350253807106599,11.300761421319796
284,Baixa,Cliente E,Telefone,App,108,Instabilidade,Aberto,1,2.0,0.5380710659898477,10.614213197969542
285,Média,Cliente A,Internet,Email,191,Problema recorrente,Resolvido,2,1.5,0.9593908629441624,13.128172588832488
286,Baixa,Cliente D,Nuvem,Email,107,Queda de sinal,Aberto,1,1.5,0.5329949238578681,9.848984771573605
287,Média,Cliente B,Telefone,Autoatendimento,71,Problema recorrente,Aberto,2,1.0,0.350253807106599,12.550761421319796
288,Média,Cliente H,Internet,WhatsApp,11,Problema recorrente,Resolvido,2,2.5,0.04568527918781726,11.887055837563452
289,Média,Cliente D,Internet,WhatsApp,6,Problema recorrente,Resolvido,2,2.5,0.02030456852791878,11.810913705583756
290,Média,Cliente E,Nuvem,WhatsApp,29,Problema recorrente,Aberto,2,2.5,0.13705583756345177,14.161167512690355
291,Baixa,Cliente K,Internet,Telefone,60,Problema recorrente,Resolvido,1,2.0,0.29441624365482233,7.883248730964467
292,Baixa,Cliente D,Internet,App,138,Instabilidade,Resolvido,1,2.0,0.6903553299492385,9.071065989847716
293,Alta,Cliente E,Internet,Telefone,168,Solicitação de reembolso,Resolvido,4,2.0,0.8426395939086294,21.527918781725887
294,Média,Cliente E,Telefone,App,93,Solicitação de reembolso,Resolvido,2,2.0,0.4619289340101523,12.385786802030458
295,Baixa,Cliente E,Nuvem,WhatsApp,63,Erro de cobrança,Aberto,1,2.5,0.3096446700507614,10.678934010152284
296,Média,Cliente K,Internet,Email,90,Problema recorrente,Resolvido,2,1.5,0.4467005076142132,11.59010152284264
297,Alta,Cliente C,Internet,Email,108,Lentidão,Aberto,4,1.5,0.5380710659898477,21.864213197969544
298,Baixa,Cliente G,Internet,WhatsApp,39,Queda de sinal,Resolvido,1,2.5,0.18781725888324874,8.313451776649746
299,Média,Cliente C,Telefone,Autoatendimento,153,Instabilidade,Resolvido,2,1.0,0.766497461928934,11.799492385786802
300,Baixa,Cliente B,Internet,Autoatendimento,193,Problema recorrente,Resolvido,1,1.0,0.9695431472081218,8.408629441624365
301,Baixa,Cliente C,Nuvem,WhatsApp,122,Problema recorrente,Resolvido,1,2.5,0.6091370558375635,9.57741116751269
302,Média,Cliente K,Internet,App,172,Falha total,Em andamento,2,2.0,0.8629441624365483,13.588832487309645
303,Média,Cliente C,Internet,WhatsApp,111,Lentidão,Resolvido,2,2.5,0.5532994923857868,13.40989847715736
304,Média,Cliente H,Internet,Autoatendimento,145,Solicitação de upgrade,Resolvido,2,1.0,0.7258883248730964,11.67766497461929
305,Alta,Cliente D,Nuvem,Telefone,67,Queda de sinal,Aberto,4,2.0,0.3299492385786802,21.98984771573604
306,Crítica,Cliente C,TV,WhatsApp,67,Reclamação atendimento,Aberto,8,2.5,0.3299492385786802,38.73984771573604
307,Média,Cliente J,Data Center,WhatsApp,198,Falha total,Resolvido,2,2.5,0.9949238578680203,14.73477157360406
308,Média,Cliente E,Internet,App,47,Solicitação de reembolso,Resolvido,2,2.0,0.22842639593908629,11.685279187817258
309,Alta,Cliente D,Internet,WhatsApp,150,Queda de sinal,Resolvido,4,2.5,0.751269035532995,22.003807106598984
310,Baixa,Cliente I,Telefone,Telefone,61,Lentidão,Resolvido,1,2.0,0.29949238578680204,7.898477157360406
311,Média,Cliente H,Telefone,WhatsApp,139,Falha total,Aberto,2,2.5,0.6954314720812182,15.836294416243655
312,Baixa,Cliente K,Telefone,Email,147,Mudança de endereço,Em andamento,1,1.5,0.7360406091370558,8.458121827411167
313,Baixa,Cliente G,Internet,WhatsApp,91,Instabilidade,Resolvido,1,2.5,0.4517766497461929,9.105329949238579
314,Crítica,Cliente H,Internet,Telefone,170,Erro de cobrança,Resolvido,8,2.0,0.8527918781725888,37.558375634517766
315,Alta,Cliente E,Internet,Telefone,165,Instabilidade,Aberto,4,2.0,0.8274111675126904,23.482233502538072
316,Alta,Cliente D,TV,Email,114,Falha total,Resolvido,4,1.5,0.5685279187817259,19.955583756345177
317,Média,Cliente G,Telefone,Autoatendimento,86,Solicitação de reembolso,Resolvido,2,1.0,0.4263959390862944,10.779187817258883
318,Baixa,Cliente A,Nuvem,Telefone,67,Erro de cobrança,Resolvido,1,2.0,0.3299492385786802,7.98984771573604
319,Baixa,Cliente F,Internet,Autoatendimento,47,Queda de sinal,Resolvido,1,1.0,0.22842639593908629,6.185279187817259
320,Baixa,Cliente H,Nuvem,App,119,Falha total,Resolvido,1,2.0,0.5939086294416244,8.781725888324873
321,Média,Cliente G,Internet,Autoatendimento,152,Solicitação de reembolso,Aberto,2,1.0,0.7614213197969543,13.784263959390863
322,Alta,Cliente B,Internet,Email,168,Instabilidade,Resolvido,4,1.5,0.8426395939086294,20.777918781725887
323,Média,Cliente G,Data Center,WhatsApp,96,Erro de cobrança,Aberto,2,2.5,0.47715736040609136,15.181472081218274
324,Baixa,Cliente F,Telefone,WhatsApp,5,Mudança de endereço,Resolvido,1,2.5,0.015228426395939087,7.7956852791878175
325,Crítica,Cliente E,Telefone,Email,170,Mudança de endereço,Aberto,8,1.5,0.8527918781725888,38.808375634517766
326,Alta,Cliente D,TV,Telefone,4,Solicitação de upgrade,Resolvido,4,2.0,0.01015228426395939,19.03045685279188
327,Média,Cliente A,Internet,Telefone,182,Solicitação de upgrade,Resolvido,2,2.0,0.9137055837563451,13.741116751269036
328,Média,Cliente B,TV,Telefone,121,Queda de sinal,Aberto,2,2.0,0.6040609137055838,14.812182741116752
329,Média,Cliente G,Nuvem,WhatsApp,75,Queda de sinal,Resolvido,2,2.5,0.37055837563451777,12.861675126903553
330,Baixa,Cliente J,Internet,App,107,Solicitação de reembolso,Aberto,1,2.0,0.5329949238578681,10.598984771573605
331,Média,Cliente C,TV,App,97,Queda de sinal,Aberto,2,2.0,0.48223350253807107,14.446700507614214
332,Alta,Cliente E,TV,WhatsApp,37,Instabilidade,Resolvido,4,2.5,0.17766497461928935,20.282994923857867
333,Baixa,Cliente H,Internet,App,178,Mudança de endereço,Resolvido,1,2.0,0.8934010152284264,9.680203045685278
334,Baixa,Cliente H,Internet,App,28,Solicitação de reembolso,Aberto,1,2.0,0.1319796954314721,9.395939086294415
335,Baixa,Cliente F,Internet,Email,54,Erro de cobrança,Resolvido,1,1.5,0.2639593908629442,7.041878172588833
336,Baixa,Cliente E,Telefone,Telefone,50,Problema recorrente,Resolvido,1,2.0,0.2436548223350254,7.730964467005077
337,Alta,Cliente B,Nuvem,Telefone,103,Queda de sinal,Aberto,4,2.0,0.5126903553299492,22.538071065989847
338,Alta,Cliente I,Telefone,App,2,Falha total,Resolvido,4,2.0,0.0,19.0
339,Média,Cliente A,Internet,WhatsApp,175,Reclamação atendimento,Em andamento,2,2.5,0.8781725888324873,14.384517766497462
340,Baixa,Cliente K,Telefone,Email,63,Instabilidade,Aberto,1,1.5,0.3096446700507614,9.178934010152284
341,Média,Cliente B,Nuvem,Autoatendimento,100,Queda de sinal,Resolvido,2,1.0,0.49746192893401014,10.99238578680203
342,Média,Cliente A,Internet,Autoatendimento,67,Problema recorrente,Resolvido,2,1.0,0.3299492385786802,10.48984771573604
343,Baixa,Cliente L,Nuvem,Telefone,151,Instabilidade,Resolvido,1,2.0,0.7563451776649747,9.269035532994923
344,Média,Cliente D,TV,Autoatendimento,168,Mudança de endereço,Resolvido,2,1.0,0.8426395939086294,12.027918781725887
345,Média,Cliente D,Internet,App,45,Mudança de endereço,Resolvido,2,2.0,0.2182741116751269,11.654822335025381
346,Média,Cliente E,Internet,Autoatendimento,3,Solicitação de reembolso,Aberto,2,1.0,0.005076142131979695,11.51522842639594
347,Média,Cliente E,Telefone,WhatsApp,60,Mudança de endereço,Resolvido,2,2.5,0.29441624365482233,12.633248730964468
348,Baixa,Cliente H,TV,Autoatendimento,157,Queda de sinal,Em andamento,1,1.0,0.7868020304568528,7.8604060913705585
349,Média,Cliente K,Nuvem,Autoatendimento,196,Erro de cobrança,Em andamento,2,1.0,0.9847715736040609,12.454314720812182
350,Média,Cliente K,Telefone,Autoatendimento,15,Lentidão,Resolvido,2,1.0,0.06598984771573604,9.697969543147208
351,Média,Cliente C,Internet,App,17,Lentidão,Resolvido,2,2.0,0.07614213197969544,11.228426395939087
352,Alta,Cliente F,Internet,Email,52,Solicitação de upgrade,Aberto,4,1.5,0.25380710659898476,21.011421319796955
353,Média,Cliente L,TV,WhatsApp,101,Instabilidade,Resolvido,2,2.5,0.5025380710659898,13.25761421319797
354,Baixa,Cliente L,Internet,App,29,Erro de cobrança,Resolvido,1,2.0,0.13705583756345177,7.411167512690355
355,Baixa,Cliente C,TV,App,54,Problema recorrente,Aberto,1,2.0,0.2639593908629442,9.791878172588833
356,Média,Cliente B,Internet,Telefone,53,Queda de sinal,Resolvido,2,2.0,0.25888324873096447,11.776649746192893
357,Baixa,Cliente H,Internet,Telefone,117,Lentidão,Resolvido,1,2.0,0.583756345177665,8.751269035532996
358,Média,Cliente A,Internet,Telefone,154,Problema recorrente,Resolvido,2,2.0,0.7715736040609137,13.314720812182742
359,Crítica,Cliente I,Internet,Autoatendimento,186,Mudança de endereço,Resolvido,8,1.0,0.934010152284264,36.30203045685279
360,Média,Cliente K,Telefone,Telefone,10,Mudança de endereço,Aberto,2,2.0,0.04060913705583756,13.121827411167512
361,Média,Cliente G,Internet,Telefone,12,Lentidão,Resolvido,2,2.0,0.050761421319796954,11.152284263959391
362,Média,Cliente L,Data Center,Autoatendimento,108,Lentidão,Em andamento,2,1.0,0.5380710659898477,11.114213197969542
363,Média,Cliente J,Telefone,App,46,Problema recorrente,Aberto,2,2.0,0.2233502538071066,13.67005076142132
364,Média,Cliente L,Telefone,App,86,Falha total,Resolvido,2,2.0,0.4263959390862944,12.279187817258883
365,Crítica,Cliente K,Internet,Telefone,3,Instabilidade,Resolvido,8,2.0,0.005076142131979695,35.015228426395936
366,Média,Cliente D,Telefone,Email,183,Instabilidade,Resolvido,2,1.5,0.9187817258883249,13.006345177664976
367,Crítica,Cliente C,Internet,Email,163,Problema recorrente,Aberto,8,1.5,0.817258883248731,38.70177664974619
368,Crítica,Cliente F,Data Center,Telefone,171,Falha total,Aberto,8,2.0,0.8578680203045685,39.57360406091371
369,Baixa,Cliente I,Telefone,WhatsApp,70,Mudança de endereço,Em andamento,1,2.5,0.34517766497461927,8.785532994923859
370,Baixa,Cliente I,Internet,Telefone,140,Falha total,Resolvido,1,2.0,0.700507614213198,9.101522842639593
371,Baixa,Cliente D,Telefone,Autoatendimento,30,Falha total,Resolvido,1,1.0,0.14213197969543148,5.926395939086294
372,Baixa,Cliente J,Internet,Telefone,112,Falha total,Resolvido,1,2.0,0.5583756345177665,8.675126903553299
373,Baixa,Cliente E,Internet,Telefone,93,Instabilidade,Resolvido,1,2.0,0.4619289340101523,8.385786802030458
374,Alta,Cliente K,Data Center,Autoatendimento,6,Falha total,Resolvido,4,1.0,0.02030456852791878,17.560913705583758
375,Baixa,Cliente I,Internet,Telefone,21,Problema recorrente,Resolvido,1,2.0,0.09644670050761421,7.289340101522843
376,Média,Cliente B,Telefone,App,102,Erro de cobrança,Resolvido,2,2.0,0.5076142131979695,12.52284263959391
377,Alta,Cliente B,Data Center,Email,40,Queda de sinal,Resolvido,4,1.5,0.19289340101522842,18.828680203045685
378,Baixa,Cliente E,Internet,Email,161,Solicitação de upgrade,Resolvido,1,1.5,0.8071065989847716,8.671319796954315
379,Alta,Cliente A,Internet,Email,158,Solicitação de upgrade,Aberto,4,1.5,0.7918781725888325,22.625634517766496
380,Média,Cliente H,Internet,Email,195,Solicitação de upgrade,Resolvido,2,1.5,0.9796954314720813,13.189086294416244
381,Baixa,Cliente E,Internet,Autoatendimento,128,Erro de cobrança,Aberto,1,1.0,0.6395939086294417,9.418781725888325
382,Alta,Cliente L,Internet,App,2,Erro de cobrança,Resolvido,4,2.0,0.0,19.0
383,Média,Cliente J,Nuvem,Email,120,Lentidão,Resolvido,2,1.5,0.5989847715736041,12.046954314720812
384,Alta,Cliente B,Nuvem,Telefone,130,Queda de sinal,Resolvido,4,2.0,0.649746192893401,20.949238578680202
385,Alta,Cliente L,TV,WhatsApp,5,Problema recorrente,Aberto,4,2.5,0.015228426395939087,21.79568527918782
386,Alta,Cliente I,Internet,WhatsApp,144,Lentidão,Aberto,4,2.5,0.7208121827411168,23.91243654822335
387,Média,Cliente B,Nuvem,Autoatendimento,176,Falha total,Aberto,2,1.0,0.883248730964467,14.149746192893401
388,Baixa,Cliente G,Telefone,Telefone,159,Queda de sinal,Resolvido,1,2.0,0.7969543147208121,9.390862944162436
389,Alta,Cliente H,Internet,Autoatendimento,135,Solicitação de reembolso,Em andamento,4,1.0,0.6751269035532995,19.5253807106599
390,Alta,Cliente F,Internet,App,103,Solicitação de reembolso,Resolvido,4,2.0,0.5126903553299492,20.538071065989847
391,Crítica,Cliente K,Internet,Autoatendimento,130,Queda de sinal,Resolvido,8,1.0,0.649746192893401,35.4492385786802
392,Média,Cliente G,Data Center,Telefone,63,Solicitação de reembolso,Aberto,2,2.0,0.3096446700507614,13.928934010152284
393,Média,Cliente K,Telefone,Autoatendimento,193,Lentidão,Resolvido,2,1.0,0.9695431472081218,12.408629441624365
394,Alta,Cliente A,TV,Email,134,Erro de cobrança,Em andamento,4,1.5,0.6700507614213198,20.26015228426396
395,Média,Cliente D,TV,App,55,Queda de sinal,Aberto,2,2.0,0.26903553299492383,13.807106598984772
396,Crítica,Cliente G,TV,WhatsApp,50,Solicitação de reembolso,Resolvido,8,2.5,0.2436548223350254,36.48096446700507
397,Alta,Cliente A,Internet,Autoatendimento,8,Problema recorrente,Resolvido,4,1.0,0.030456852791878174,17.591370558375633
398,Média,Cliente A,Telefone,WhatsApp,101,Solicitação de reembolso,Aberto,2,2.5,0.5025380710659898,15.25761421319797
399,Alta,Cliente K,Nuvem,Email,4,Falha total,Resolvido,4,1.5,0.01015228426395939,18.28045685279188
400,Alta,Cliente F,Internet,Email,77,Lentidão,Resolvido,4,1.5,0.38071065989847713,19.39213197969543
