id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status
371,Baixa,Cliente D,Telefone,Autoatendimento,30,Falha total,Resolvido
372,Baixa,Cliente J,Internet,Telefone,112,Falha total,Resolvido
373,Baixa,Cliente E,Internet,Telefone,93,Instabilidade,Resolvido
374,Alta,Cliente K,Data Center,Autoatendimento,6,Falha total,Resolvido
375,Baixa,Cliente I,Internet,Telefone,21,Problema recorrente,Resolvido
376,Média,Cliente B,Telefone,App,102,Erro de cobrança,Resolvido
377,Alta,Cliente B,Data Center,Email,40,Queda de sinal,Resolvido
378,Baixa,Cliente E,Internet,Email,161,Solicitação de upgrade,Resolvido
379,Alta,Cliente A,Internet,Email,158,Solicitação de upgrade,Aberto
380,Média,Cliente H,Internet,Email,195,Solicitação de upgrade,Resolvido
381,Baixa,Cliente E,Internet,Autoatendimento,128,Erro de cobrança,Aberto
382,Alta,Cliente L,Internet,App,2,Erro de cobrança,Resolvido
383,Média,Cliente J,Nuvem,Email,120,Lentidão,Resolvido
384,Alta,Cliente B,Nuvem,Telefone,130,Queda de sinal,Resolvido
385,Alta,Cliente L,TV,WhatsApp,5,Problema recorrente,Aberto
386,Alta,Cliente I,Internet,WhatsApp,144,Lentidão,Aberto
387,Média,Cliente B,Nuvem,Autoatendimento,176,Falha total,Aberto
388,Baixa,Cliente G,Telefone,Telefone,159,Queda de sinal,Resolvido
389,Alta,Cliente H,Internet,Autoatendimento,135,Solicitação de reembolso,Em andamento
390,Alta,Cliente F,Internet,App,103,Solicitação de reembolso,Resolvido
391,Crítica,Cliente K,Internet,Autoatendimento,130,Queda de sinal,Resolvido
392,Média,Cliente G,Data Center,Telefone,63,Solicitação de reembolso,Aberto
393,Média,Cliente K,Telefone,Autoatendimento,193,Lentidão,Resolvido
394,Alta,Cliente A,TV,Email,134,Erro de cobrança,Em andamento
395,Média,Cliente D,TV,App,55,Queda de sinal,Aberto
396,Crítica,Cliente G,TV,WhatsApp,50,Solicitação de reembolso,Resolvido
397,Alta,Cliente A,Internet,Autoatendimento,8,Problema recorrente,Resolvido
398,Média,Cliente A,Telefone,WhatsApp,101,Solicitação de reembolso,Aberto
399,Alta,Cliente K,Nuvem,Email,4,Falha total,Resolvido
400,Alta,Cliente F,Internet,Email,77,Lentidão,Resolvido
401,Baixa,Cliente D,Data Center,Email,124,Mudança de endereço,Aberto
402,Crítica,Cliente C,Internet,Telefone,190,Instabilidade,Em andamento
403,Média,Cliente L,Internet,Autoatendimento,80,Lentidão,Resolvido
404,Alta,Cliente E,Telefone,Autoatendimento,170,Reclamação atendimento,Resolvido
405,Média,Cliente I,Nuvem,App,150,Reclamação atendimento,Resolvido
406,Crítica,Cliente J,Telefone,WhatsApp,33,Instabilidade,Aberto
407,Média,Cliente J,Telefone,Email,13,Erro de cobrança,Em andamento
408,Baixa,Cliente L,Telefone,App,105,Solicitação de upgrade,Resolvido
409,Crítica,Cliente L,Telefone,App,112,Solicitação de reembolso,Aberto
410,Baixa,Cliente K,Internet,Autoatendimento,8,Problema recorrente,Resolvido
411,Média,Cliente J,Internet,Autoatendimento,180,Erro de cobrança,Resolvido
412,Crítica,Cliente C,Internet,App,174,Reclamação atendimento,Resolvido
413,Crítica,Cliente E,Internet,App,96,Queda de sinal,Aberto
414,Média,Cliente J,Internet,WhatsApp,66,Instabilidade,Aberto
415,Média,Cliente E,Telefone,App,189,Erro de cobrança,Resolvido
416,Média,Cliente I,Telefone,Autoatendimento,46,Solicitação de upgrade,Resolvido
417,Média,Cliente K,Internet,Autoatendimento,35,Queda de sinal,Resolvido
418,Média,Cliente L,Internet,Telefone,140,Falha total,Aberto
419,Alta,Cliente J,Internet,Email,162,Lentidão,Aberto
420,Alta,Cliente K,Internet,WhatsApp,9,Instabilidade,Resolvido
421,Alta,Cliente D,Internet,WhatsApp,46,Reclamação atendimento,Resolvido
422,Alta,Cliente A,Telefone,Autoatendimento,105,Problema recorrente,Resolvido
423,Baixa,Cliente J,Internet,Telefone,79,Falha total,Resolvido
424,Média,Cliente E,Telefone,App,163,Falha total,Resolvido
425,Baixa,Cliente A,TV,Autoatendimento,46,Erro de cobrança,Em andamento
426,Média,Cliente F,Internet,Email,124,Instabilidade,Em andamento
427,Média,Cliente L,Internet,Email,194,Lentidão,Aberto
428,Alta,Cliente J,Internet,Email,181,Instabilidade,Resolvido
429,Média,Cliente J,Internet,App,139,Queda de sinal,Resolvido
430,Baixa,Cliente G,Internet,Telefone,44,Solicitação de upgrade,Em andamento
431,Baixa,Cliente A,TV,WhatsApp,82,Falha total,Aberto
432,Alta,Cliente J,Internet,Autoatendimento,199,Falha total,Em andamento
433,Média,Cliente D,Data Center,Telefone,12,Reclamação atendimento,Aberto
434,Baixa,Cliente I,Internet,Telefone,165,Falha total,Aberto
435,Baixa,Cliente A,TV,Autoatendimento,147,Lentidão,Resolvido
436,Alta,Cliente I,TV,App,192,Problema recorrente,Aberto
437,Baixa,Cliente H,Internet,Email,6,Instabilidade,Resolvido
438,Alta,Cliente E,Internet,Telefone,32,Problema recorrente,Aberto
439,Alta,Cliente F,Telefone,Autoatendimento,17,Reclamação atendimento,Resolvido
440,Baixa,Cliente G,Nuvem,Telefone,195,Erro de cobrança,Resolvido
441,Baixa,Cliente D,Internet,WhatsApp,10,Queda de sinal,Aberto
442,Crítica,Cliente F,Internet,Email,3,Falha total,Resolvido
443,Média,Cliente G,Internet,Telefone,38,Mudança de endereço,Resolvido
444,Média,Cliente K,Internet,Autoatendimento,85,Reclamação atendimento,Resolvido
445,Alta,Cliente F,Data Center,Autoatendimento,188,Queda de sinal,Aberto
446,Crítica,Cliente K,TV,Telefone,59,Instabilidade,Em andamento
447,Crítica,Cliente L,Internet,WhatsApp,84,Solicitação de reembolso,Resolvido
448,Alta,Cliente F,Internet,Autoatendimento,107,Solicitação de upgrade,Resolvido
449,Média,Cliente B,Internet,Autoatendimento,137,Solicitação de reembolso,Resolvido
450,Baixa,Cliente E,Nuvem,Telefone,53,Falha total,Resolvido
451,Alta,Cliente C,Nuvem,WhatsApp,76,Problema recorrente,Resolvido
452,Média,Cliente G,Internet,Telefone,78,Falha total,Resolvido
453,Média,Cliente D,Internet,App,70,Queda de sinal,Aberto
454,Crítica,Cliente A,Data Center,WhatsApp,126,Problema recorrente,Resolvido
455,Baixa,Cliente L,Internet,WhatsApp,181,Solicitação de upgrade,Resolvido
456,Média,Cliente L,Internet,Autoatendimento,35,Reclamação atendimento,Aberto
457,Baixa,Cliente F,Internet,Autoatendimento,177,Queda de sinal,Aberto
458,Média,Cliente F,Internet,Telefone,98,Queda de sinal,Aberto
459,Baixa,Cliente G,Internet,Autoatendimento,153,Reclamação atendimento,Resolvido
460,Baixa,Cliente K,Data Center,Telefone,14,Mudança de endereço,Resolvido
461,Baixa,Cliente H,Telefone,Autoatendimento,51,Falha total,Resolvido
462,Média,Cliente C,Internet,Autoatendimento,92,Reclamação atendimento,Resolvido
463,Alta,Cliente F,Internet,Autoatendimento,194,Erro de cobrança,Em andamento
464,Média,Cliente J,TV,Email,5,Queda de sinal,Resolvido
465,Crítica,Cliente B,Internet,Telefone,65,Mudança de endereço,Aberto
466,Média,Cliente I,Internet,Autoatendimento,75,Lentidão,Resolvido
467,Média,Cliente B,Internet,Telefone,168,Solicitação de reembolso,Aberto
468,Alta,Cliente C,TV,WhatsApp,192,Problema recorrente,Aberto
469,Baixa,Cliente L,Internet,Email,187,Falha total,Aberto
470,Crítica,Cliente J,Internet,Autoatendimento,17,Queda de sinal,Em andamento
471,Baixa,Cliente L,Internet,Email,85,Problema recorrente,Resolvido
472,Crítica,Cliente L,Internet,Telefone,191,Solicitação de reembolso,Em andamento
473,Baixa,Cliente B,Data Center,WhatsApp,139,Solicitação de upgrade,Aberto
474,Crítica,Cliente I,Telefone,WhatsApp,110,Queda de sinal,Resolvido
475,Média,Cliente A,Internet,Email,63,Queda de sinal,Aberto
476,Crítica,Cliente E,Internet,WhatsApp,162,Problema recorrente,Resolvido
477,Baixa,Cliente A,Telefone,Autoatendimento,171,Queda de sinal,Resolvido
478,Média,Cliente E,Internet,Telefone,45,Queda de sinal,Resolvido
479,Crítica,Cliente H,TV,Autoatendimento,175,Reclamação atendimento,Aberto
480,Média,Cliente H,Telefone,App,87,Erro de cobrança,Resolvido
481,Média,Cliente K,Internet,Telefone,82,Instabilidade,Resolvido
482,Alta,Cliente H,Data Center,Telefone,123,Solicitação de upgrade,Em andamento
483,Média,Cliente B,Internet,Autoatendimento,105,Instabilidade,Aberto
484,Média,Cliente H,Internet,Autoatendimento,160,Falha total,Resolvido
485,Média,Cliente L,TV,WhatsApp,134,Erro de cobrança,Resolvido
486,Crítica,Cliente E,Nuvem,Telefone,121,Queda de sinal,Aberto
487,Baixa,Cliente A,Telefone,Telefone,147,Falha total,Resolvido
488,Média,Cliente G,TV,Autoatendimento,135,Solicitação de upgrade,Resolvido
489,Crítica,Cliente F,Internet,Email,107,Lentidão,Em andamento
490,Crítica,Cliente E,Telefone,Autoatendimento,179,Lentidão,Aberto
491,Média,Cliente A,Internet,Telefone,128,Problema recorrente,Resolvido
492,Média,Cliente A,TV,WhatsApp,29,Lentidão,Aberto
493,Baixa,Cliente F,Internet,Telefone,108,Queda de sinal,Aberto
494,Baixa,Cliente J,Internet,Autoatendimento,25,Instabilidade,Resolvido
495,Média,Cliente L,Data Center,Email,198,Mudança de endereço,Resolvido
496,Média,Cliente G,Internet,Telefone,29,Reclamação atendimento,Em andamento
497,Média,Cliente J,Internet,Autoatendimento,187,Instabilidade,Resolvido
498,Baixa,Cliente J,Internet,WhatsApp,196,Instabilidade,Aberto
499,Crítica,Cliente A,Internet,Autoatendimento,147,Mudança de endereço,Em andamento
500,Crítica,Cliente I,Telefone,Telefone,5,Queda de sinal,Aberto
501,Alta,Cliente D,Internet,Email,105,Reclamação atendimento,Aberto
502,Média,Cliente E,Internet,App,178,Solicitação de upgrade,Resolvido
503,Média,Cliente B,Internet,WhatsApp,129,Falha total,Resolvido
504,Alta,Cliente L,Internet,Autoatendimento,129,Problema recorrente,Em andamento
505,Alta,Cliente J,Internet,Autoatendimento,107,Lentidão,Em andamento
506,Baixa,Cliente H,Internet,WhatsApp,161,Solicitação de reembolso,Aberto
507,Crítica,Cliente B,Internet,Telefone,97,Solicitação de reembolso,Resolvido
508,Alta,Cliente C,Internet,Autoatendimento,128,Instabilidade,Em andamento
509,Crítica,Cliente L,Nuvem,Email,94,Reclamação atendimento,Aberto
510,Alta,Cliente I,Nuvem,Autoatendimento,67,Mudança de endereço,Aberto
511,Média,Cliente B,Internet,Telefone,59,Instabilidade,Aberto
512,Média,Cliente F,Internet,Autoatendimento,12,Solicitação de reembolso,Em andamento
513,Crítica,Cliente L,Telefone,WhatsApp,112,Queda de sinal,Aberto
514,Alta,Cliente D,Telefone,Telefone,105,Erro de cobrança,Resolvido
515,Baixa,Cliente G,Data Center,Autoatendimento,66,Lentidão,Resolvido
516,Baixa,Cliente F,Internet,Telefone,129,Erro de cobrança,Aberto
517,Média,Cliente J,Telefone,App,18,Reclamação atendimento,Em andamento
518,Alta,Cliente I,Nuvem,Telefone,115,Lentidão,Em andamento
519,Crítica,Cliente I,Internet,Autoatendimento,81,Lentidão,Resolvido
520,Baixa,Cliente J,Internet,Email,67,Mudança de endereço,Aberto
521,Média,Cliente D,Internet,Autoatendimento,119,Queda de sinal,Resolvido
522,Média,Cliente A,Internet,Telefone,114,Erro de cobrança,Aberto
523,Crítica,Cliente B,Internet,WhatsApp,133,Instabilidade,Em andamento
524,Alta,Cliente H,TV,WhatsApp,161,Reclamação atendimento,Aberto
525,Alta,Cliente J,Internet,Autoatendimento,72,Solicitação de reembolso,Aberto
526,Média,Cliente H,Internet,Email,158,Instabilidade,Aberto
527,Média,Cliente B,Nuvem,Telefone,62,Problema recorrente,Aberto
528,Baixa,Cliente D,Internet,App,189,Lentidão,Aberto
529,Baixa,Cliente A,Internet,Email,59,Mudança de endereço,Resolvido
530,Alta,Cliente G,Internet,App,54,Falha total,Resolvido
531,Alta,Cliente D,Internet,Telefone,6,Reclamação atendimento,Resolvido
532,Crítica,Cliente K,Internet,Autoatendimento,115,Queda de sinal,Aberto
533,Crítica,Cliente H,Nuvem,Email,62,Lentidão,Aberto
534,Média,Cliente I,Internet,Email,22,Reclamação atendimento,Resolvido
535,Alta,Cliente L,Telefone,App,187,Solicitação de upgrade,Aberto
536,Crítica,Cliente I,Internet,Telefone,15,Reclamação atendimento,Resolvido
537,Alta,Cliente C,Data Center,Telefone,97,Falha total,Resolvido
538,Baixa,Cliente E,Telefone,App,80,Instabilidade,Aberto
539,Média,Cliente F,Nuvem,App,183,Reclamação atendimento,Resolvido
540,Baixa,Cliente F,Internet,Autoatendimento,79,Solicitação de reembolso,Resolvido
541,Crítica,Cliente J,Nuvem,WhatsApp,42,Problema recorrente,Resolvido
542,Média,Cliente H,Nuvem,WhatsApp,17,Solicitação de reembolso,Resolvido
543,Baixa,Cliente F,TV,Autoatendimento,52,Instabilidade,Em andamento
544,Alta,Cliente F,Internet,App,2,Erro de cobrança,Resolvido
545,Média,Cliente D,Internet,Telefone,41,Solicitação de upgrade,Resolvido
546,Média,Cliente G,Internet,WhatsApp,19,Queda de sinal,Resolvido
547,Baixa,Cliente H,Internet,App,35,Erro de cobrança,Resolvido
548,Alta,Cliente C,TV,Autoatendimento,190,Falha total,Aberto
549,Média,Cliente G,Telefone,App,101,Solicitação de upgrade,Aberto
550,Alta,Cliente C,Telefone,Email,150,Mudança de endereço,Resolvido
551,Média,Cliente H,Internet,Email,130,Mudança de endereço,Aberto
552,Alta,Cliente A,Internet,Telefone,156,Queda de sinal,Em andamento
553,Média,Cliente A,Internet,Autoatendimento,180,Falha total,Em andamento
554,Média,Cliente F,Internet,WhatsApp,140,Solicitação de upgrade,Aberto
555,Alta,Cliente J,TV,Telefone,121,Queda de sinal,Aberto
556,Média,Cliente I,Internet,Telefone,103,Solicitação de reembolso,Aberto
557,Baixa,Cliente L,TV,Telefone,116,Solicitação de reembolso,Em andamento
558,Baixa,Cliente D,Telefone,Telefone,15,Solicitação de upgrade,Resolvido
559,Alta,Cliente F,Nuvem,WhatsApp,93,Reclamação atendimento,Em andamento
560,Média,Cliente L,Internet,Email,184,Erro de cobrança,Resolvido
561,Alta,Cliente E,Telefone,Email,156,Mudança de endereço,Em andamento
562,Baixa,Cliente L,Internet,WhatsApp,151,Reclamação atendimento,Resolvido
563,Baixa,Cliente A,Internet,Email,22,Queda de sinal,Resolvido
564,Baixa,Cliente F,Telefone,Autoatendimento,121,Erro de cobrança,Aberto
565,Média,Cliente I,TV,Email,153,Reclamação atendimento,Em andamento
566,Média,Cliente L,Internet,Telefone,20,Lentidão,Resolvido
567,Média,Cliente C,Internet,WhatsApp,25,Solicitação de upgrade,Resolvido
568,Média,Cliente K,Telefone,Telefone,27,Falha total,Resolvido
569,Crítica,Cliente C,Internet,Telefone,154,Solicitação de reembolso,Aberto
570,Média,Cliente B,Telefone,Telefone,46,Lentidão,Resolvido
571,Média,Cliente D,Nuvem,Autoatendimento,109,Queda de sinal,Aberto
572,Alta,Cliente J,Telefone,Autoatendimento,158,Erro de cobrança,Aberto
573,Média,Cliente C,TV,Telefone,140,Solicitação de upgrade,Em andamento
574,Média,Cliente L,TV,Autoatendimento,25,Erro de cobrança,Aberto
575,Alta,Cliente B,Nuvem,Autoatendimento,25,Erro de cobrança,Resolvido
576,Crítica,Cliente A,Telefone,Autoatendimento,13,Falha total,Resolvido
577,Baixa,Cliente C,Internet,Autoatendimento,136,Instabilidade,Resolvido
578,Crítica,Cliente J,Internet,App,169,Falha total,Resolvido
579,Média,Cliente F,Data Center,WhatsApp,82,Reclamação atendimento,Resolvido
580,Baixa,Cliente I,Internet,App,100,Instabilidade,Resolvido
581,Média,Cliente K,Telefone,WhatsApp,71,Lentidão,Resolvido
582,Crítica,Cliente E,Nuvem,App,80,Erro de cobrança,Resolvido
583,Média,Cliente C,Telefone,WhatsApp,24,Solicitação de upgrade,Resolvido
584,Média,Cliente E,Internet,Telefone,124,Mudança de endereço,Aberto
585,Média,Cliente E,Internet,WhatsApp,39,Queda de sinal,Aberto
586,Baixa,Cliente E,Internet,Telefone,160,Falha total,Em andamento
587,Baixa,Cliente L,Internet,WhatsApp,30,Instabilidade,Resolvido
588,Baixa,Cliente L,Data Center,App,173,Instabilidade,Resolvido
589,Baixa,Cliente G,TV,Email,157,Instabilidade,Resolvido
590,Baixa,Cliente E,TV,Telefone,77,Reclamação atendimento,Aberto
591,Baixa,Cliente G,Internet,App,69,Falha total,Aberto
592,Média,Cliente I,Internet,App,22,Problema recorrente,Resolvido
593,Baixa,Cliente E,Internet,Telefone,10,Erro de cobrança,Em andamento
594,Média,Cliente B,Internet,App,50,Erro de cobrança,Resolvido
595,Crítica,Cliente E,Telefone,Autoatendimento,99,Lentidão,Resolvido
596,Média,Cliente H,Telefone,Autoatendimento,38,Mudança de endereço,Resolvido
597,Média,Cliente L,Internet,Autoatendimento,22,Mudança de endereço,Resolvido
598,Baixa,Cliente D,Telefone,Email,189,Queda de sinal,Em andamento
599,Baixa,Cliente B,Data Center,Autoatendimento,24,Reclamação atendimento,Resolvido
600,Baixa,Cliente J,Internet,Autoatendimento,139,Problema recorrente,Aberto
601,Baixa,Cliente C,Telefone,Autoatendimento,71,Problema recorrente,Resolvido
602,Baixa,Cliente I,Internet,Telefone,150,Erro de cobrança,Aberto
603,Baixa,Cliente I,Telefone,Telefone,102,Erro de cobrança,Resolvido
604,Baixa,Cliente H,Internet,Autoatendimento,30,Problema recorrente,Resolvido
605,Baixa,Cliente H,Telefone,Telefone,60,Solicitação de reembolso,Resolvido
606,Média,Cliente H,Internet,Autoatendimento,169,Solicitação de reembolso,Em andamento
607,Baixa,Cliente H,Internet,Telefone,22,Solicitação de reembolso,Resolvido
608,Média,Cliente H,Nuvem,Email,87,Problema recorrente,Aberto
609,Média,Cliente A,Internet,App,100,Mudança de endereço,Aberto
610,Alta,Cliente F,Internet,Telefone,64,Instabilidade,Em andamento
611,Baixa,Cliente L,Telefone,Telefone,47,Reclamação atendimento,Resolvido
612,Alta,Cliente I,Internet,App,134,Falha total,Aberto
613,Média,Cliente H,TV,Telefone,16,Queda de sinal,Em andamento
614,Baixa,Cliente C,Telefone,Email,106,Mudança de endereço,Resolvido
615,Alta,Cliente K,Internet,Telefone,112,Lentidão,Aberto
616,Crítica,Cliente A,Internet,Autoatendimento,84,Solicitação de upgrade,Aberto
617,Baixa,Cliente B,TV,WhatsApp,81,Erro de cobrança,Resolvido
618,Baixa,Cliente K,Internet,WhatsApp,169,Problema recorrente,Resolvido
619,Alta,Cliente B,Nuvem,Telefone,112,Erro de cobrança,Resolvido
620,Alta,Cliente G,Internet,Telefone,108,Lentidão,Em andamento
621,Baixa,Cliente L,TV,Email,88,Erro de cobrança,Aberto
622,Baixa,Cliente F,Data Center,Telefone,5,Solicitação de reembolso,Aberto
623,Média,Cliente K,TV,WhatsApp,153,Problema recorrente,Aberto
624,Média,Cliente B,Internet,Telefone,43,Lentidão,Aberto
625,Média,Cliente H,Telefone,Telefone,120,Queda de sinal,Resolvido
626,Média,Cliente I,Telefone,Autoatendimento,27,Instabilidade,Aberto
627,Média,Cliente G,Telefone,WhatsApp,107,Solicitação de reembolso,Aberto
628,Alta,Cliente D,Internet,Autoatendimento,195,Falha total,Aberto
629,Baixa,Cliente A,TV,Telefone,105,Solicitação de reembolso,Em andamento
630,Baixa,Cliente D,Internet,Telefone,9,Instabilidade,Aberto
631,Alta,Cliente D,Internet,App,74,Instabilidade,Aberto
632,Crítica,Cliente H,Telefone,App,195,Lentidão,Aberto
633,Média,Cliente D,Internet,Email,79,Reclamação atendimento,Resolvido
634,Média,Cliente D,TV,App,149,Queda de sinal,Resolvido
635,Baixa,Cliente B,Nuvem,Autoatendimento,67,Solicitação de upgrade,Resolvido
636,Média,Cliente L,Data Center,App,69,Solicitação de upgrade,Aberto
637,Média,Cliente J,TV,Autoatendimento,100,Solicitação de upgrade,Aberto
638,Baixa,Cliente G,Telefone,Telefone,184,Problema recorrente,Resolvido
639,Baixa,Cliente D,Internet,Autoatendimento,79,Lentidão,Aberto
640,Média,Cliente K,Telefone,App,86,Queda de sinal,Resolvido
641,Baixa,Cliente F,Internet,WhatsApp,80,Falha total,Resolvido
642,Média,Cliente C,Internet,WhatsApp,40,Falha total,Em andamento
643,Baixa,Cliente G,TV,App,51,Lentidão,Em andamento
644,Média,Cliente F,Internet,WhatsApp,21,Solicitação de reembolso,Aberto
645,Baixa,Cliente C,Internet,WhatsApp,71,Solicitação de upgrade,Resolvido
646,Crítica,Cliente D,TV,Autoatendimento,157,Solicitação de upgrade,Resolvido
647,Média,Cliente J,Internet,App,118,Erro de cobrança,Resolvido
648,Alta,Cliente E,Internet,App,113,Lentidão,Em andamento
649,Alta,Cliente I,Internet,App,172,Queda de sinal,Resolvido
650,Média,Cliente F,TV,Autoatendimento,195,Lentidão,Resolvido
